SUNK_ID,SUNK_MONTH_NAME,SUNK_DAY_OF_MONTH,SUNK_YEAR,SUNK_MONTH_NUMBER,SUNK_MONTH_YEAR,SUNK_DAY_OF_WEEK_NUMBER,SUNK_DATE_OF_WEEK_NAME,SUNK_DATE,SUNK_NAME_OF_VESSEL,SUNK_TYPE_VESSEL,SUNK_STANDARD_TONNAGE,SUNK_LOCATION,AGENT_NATION,AGENT_TYPES,SUNK_TYPE,SUNK_VESSEL_TYPE,AGENT_GENERAL_TYPE,SUNK_LOCATION_LAT,SUNK_LOCATION_LONG,SUNK_DISTANCE_FROM_TOKYO,SUNK_FULL_LAT,SUNK_FULL_LONG,lat_side,long_side
2353,June,10,1945,6,1945-06-01,1,Sunday,1945-06-10,TAGA MARU,Cargo,"2,220","41-40N, 129-52E",United States,Submarine,Sunk,Maritime,Submarine,41.4,129.52,1087.52794,41-40N,129-52E,1,1
2354,June,10,1945,6,1945-06-01,1,Sunday,1945-06-10,DAIGEN MARU NO 2,Passenger-Cargo,"1,999","43-21N, 140-40E",United States,Submarine,Sunk,Maritime,Submarine,43.21,140.4,838.3947672,43-21N,140-40E,1,1
2355,June,10,1945,6,1945-06-01,1,Sunday,1945-06-10,UNKAI MARU NO 8,Passenger-Cargo,"1,293","43-23N, 140-32E",United States,Submarine,Sunk,Maritime,Submarine,43.23,140.32,840.1441145,43-23N,140-32E,1,1
2356,June,10,1945,6,1945-06-01,1,Sunday,1945-06-10,JINTSU MARU,Passenger-Cargo,994,"43-28N, 140-28E",United States,Submarine,Sunk,Maritime,Submarine,43.28,140.28,845.4795279,43-28N,140-28E,1,1
2357,June,10,1945,6,1945-06-01,1,Sunday,1945-06-10,SHOEI MARU NO 6,Tanker,834,"41-20N, 141-29E",United States,Submarine,Sunk,Maritime,Submarine,41.2,141.29,628.2940303,41-20N,141-29E,1,1
2358,July,10,1945,7,1945-07-01,1,Sunday,1945-07-10,CHIKUMA MARU,Cargo,"9,951","33-56N, 131-00E",United States,Army Mine,Sunk,Maritime,Mine,33.56,131,829.3250122,33-56N,131-00E,1,1
2359,July,10,1945,7,1945-07-01,1,Sunday,1945-07-10,NIPPU MARU,Cargo,891,"33-06N, 129-43E",United States,Army Mine,Sunk,Maritime,Mine,33.06,129.43,985.4131013,33-06N,129-43E,1,1
2360,July,10,1945,7,1945-07-01,1,Sunday,1945-07-10,SAKURA MARU,Cargo,900,"9-38N, 101-30E",United States,Submarine,Sunk,Maritime,Submarine,9.38,101.3,4857.399623,9-38N,101-30E,1,1
2361,July,10,1945,7,1945-07-01,1,Sunday,1945-07-10,NANMEI MARU NO 5,Tanker,834,"9-38N, 101-30E",United States,Submarine,Sunk,Maritime,Submarine,9.38,101.3,4857.399623,9-38N,101-30E,1,1
2362,July,10,1945,7,1945-07-01,1,Sunday,1945-07-10,SAKISHIMA MARU,Cargo,"1,224","33-39N, 126-40E",United States,Submarine,Sunk,Maritime,Submarine,33.39,126.4,1242.81273,33-39N,126-40E,1,1
2363,August,10,1945,8,1945-08-01,1,Sunday,1945-08-10,RYUHO MARU NO 2,Cargo,"2,230",Sea of Okhotsk,Russia,Unknown,Probably sunk,Maritime,Unknown,NULL,NULL,NULL,NULL,NULL,-1,-1
2364,August,10,1945,8,1945-08-01,1,Sunday,1945-08-10,SHOFUKU MARU,Cargo,754,"33-53N, 129-20E",United States,Unknown Aircraft,Sunk,Maritime,Aircraft,33.53,129.2,989.0528683,33-53N,129-20E,1,1
2365,August,10,1945,8,1945-08-01,1,Sunday,1945-08-10,HORAI MARU NO 14,Cargo,865,"37-00N, 129-00E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,37,129,967.9125002,37-00N,129-00E,1,1
2366,August,10,1945,8,1945-08-01,1,Sunday,1945-08-10,CHICHIBU MARU,Cargo,884,"42-20N, 130-24E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,42.2,130.24,1090.492908,42-20N,130-24E,1,1
2367,August,10,1945,8,1945-08-01,1,Sunday,1945-08-10,NANKI MARU NO 2,Cargo,834,"38-55N, 139-49E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,38.55,139.49,318.5109521,38-55N,139-49E,1,1
2368,August,10,1945,8,1945-08-01,1,Sunday,1945-08-10,MASAYOSHI MARU,Cargo,970,"38-55N, 139-49E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,38.55,139.49,318.5109521,38-55N,139-49E,1,1
2369,August,10,1945,8,1945-08-01,1,Sunday,1945-08-10,TAISHUN MARU,Cargo,"2,857","41-46N, 129-49E",United States,Army Mine,Sunk,Maritime,Mine,41.46,129.49,1093.223133,41-46N,129-49E,1,1
2370,February,11,1945,2,1945-02-01,1,Sunday,1945-02-11,RO 112,Submarine,525,"18-53N, 121-50E",United States,Submarine,Sunk,Naval,Submarine,18.53,121.5,2614.021895,18-53N,121-50E,1,1
2371,April,11,1945,4,1945-04-01,1,Sunday,1945-04-11,SUBMARINE CHASER NO 7,Submarine Chaser,270,"8-57N, 93-38E",Great Britain,Army Aircraft,Sunk,Naval,Army Aircraft,8.57,93.38,5568.825405,8-57N,93-38E,1,1
2372,June,11,1945,6,1945-06-01,1,Sunday,1945-06-11,SPECIAL SUBMARINE CHASER NO 237,Special Submarine Chaser,100,"34-35N, 132-20E",United States,Navy Land- Based Aircraft,Sunk,Naval,Aircraft,34.35,132.2,697.955101,34-35N,132-20E,1,1
2373,July,11,1945,7,1945-07-01,1,Sunday,1945-07-11,SAKURA,Destroyer,"1,000","35-50N, 135-20E",United States,Army Mine,Sunk,Naval,Mine,35.5,135.2,406.4918221,35-50N,135-20E,1,1
2374,March,11,1945,3,1945-03-01,1,Sunday,1945-03-11,WAYO MARU,Converted Water Carrier,"2,726","21-38N, 114-06E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,21.38,114.06,2952.03279,21-38N,114-06E,1,1
2375,March,11,1945,3,1945-03-01,1,Sunday,1945-03-11,KOKO MARU,Cargo,"1,520","31-22N, 121-34E",United States,Army Mine*,Sunk,Maritime,Mine,31.22,121.34,1770.346033,31-22N,121-34E,1,1
2376,March,11,1945,3,1945-03-01,1,Sunday,1945-03-11,SHORI MARU,Cargo,"3,087","34-29N, 127-55E",United States,Submarine,Sunk,Maritime,Submarine,34.29,127.55,1116.073124,34-29N,127-55E,1,1
2377,May,11,1945,5,1945-05-01,1,Sunday,1945-05-11,AITOKU MARU,Cargo,"1,328","50-42N, 156-13E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,50.42,156.13,2103.691457,50-42N,156-13E,1,1
2378,May,11,1945,5,1945-05-01,1,Sunday,1945-05-11,SEIRI MARU,Cargo,"1,200","34-17N, 126-50E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,34.17,126.5,1213.314084,34-17N,126-50E,1,1
2379,May,11,1945,5,1945-05-01,1,Sunday,1945-05-11,SHINZAN MARU,Cargo,880,"34-15N, 127-10E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,34.15,127.1,1159.753995,34-15N,127-10E,1,1
2380,May,11,1945,5,1945-05-01,1,Sunday,1945-05-11,KITSURIN MARU,Passenger-Cargo,"6,783","34-39N, 135-11E",United States,Army Mine,Sunk,Maritime,Mine,34.39,135.11,441.2580119,34-39N,135-11E,1,1
2381,May,11,1945,5,1945-05-01,1,Sunday,1945-05-11,TAMAE MARU,Cargo,"1,282","34-06N, 130-47E",United States,Army Mine,Sunk,Maritime,Mine,34.06,130.47,860.0376464,34-06N,130-47E,1,1
2382,June,11,1945,6,1945-06-01,1,Sunday,1945-06-11,SHINYO MARU NO 3,Passenger-Cargo,"1,898","39-23N, 128-59E",United States,Submarine,Sunk,Maritime,Submarine,39.23,128.59,1054.922379,39-23N,128-59E,1,1
2383,June,11,1945,6,1945-06-01,1,Sunday,1945-06-11,HAKUSAN MARU,Cargo,"2,211","40-43N, 139-51E",United States,Submarine,Sunk,Maritime,Submarine,40.43,139.51,527.2986725,40-43N,139-51E,1,1
2384,June,11,1945,6,1945-06-01,1,Sunday,1945-06-11,MEISEI MARU,Passenger-Cargo,"1,893","41-47N, 131-44E",United States,Submarine,Sunk,Maritime,Submarine,41.47,131.44,962.1518899,41-47N,131-44E,1,1
2385,June,11,1945,6,1945-06-01,1,Sunday,1945-06-11,KOFUKU MARU,Cargo,753,"40-28N, 139-47E",United States,Submarine,Sunk,Maritime,Submarine,40.28,139.47,510.7477926,40-28N,139-47E,1,1
2386,June,11,1945,6,1945-06-01,1,Sunday,1945-06-11,FUKUI MARU NO 2,Cargo,"1,578","37-11N, 123-23E",United States,Submarine,Sunk,Maritime,Submarine,37.11,123.23,1479.72729,37-11N,123-23E,1,1
2387,June,11,1945,6,1945-06-01,1,Sunday,1945-06-11,HAKUJU MARU,Cargo,"2,220","32-37N, 129-45E",United States,Submarine,Sunk,Maritime,Submarine,32.37,129.45,1012.621836,32-37N,129-45E,1,1
2388,July,11,1945,7,1945-07-01,1,Sunday,1945-07-11,TAKECHI MARU NO 3,Cargo,870,"34-34N, 134-21E",United States,Army Mine,Sunk,Maritime,Mine,34.34,134.21,521.0574235,34-34N,134-21E,1,1
2389,August,11,1945,8,1945-08-01,1,Sunday,1945-08-11,NISSHIN MARU NO 2,Cargo,882,"33-45N, 131-30E",United States,Army Mine,Sunk,Maritime,Mine,33.45,131.3,807.2488938,33-45N,131-30E,1,1
2390,August,11,1945,8,1945-08-01,1,Sunday,1945-08-11,TEIHOKU MARU,Passenger-Cargo,"5,795","38-03N, 133-13E",United States,Submarine,Sunk,Maritime,Submarine,38.03,133.13,638.7960536,38-03N,133-13E,1,1
2391,February,12,1945,2,1945-02-01,1,Sunday,1945-02-12,RO 113,Submarine,525,"19-10N, 121-23E",United States,Submarine,Sunk,Naval,Submarine,19.1,121.23,2583.814104,19-10N,121-23E,1,1
2392,June,12,1945,6,1945-06-01,1,Sunday,1945-06-12,SUBMARINE CHASER NO 57,Submarine Chaser,440,"6-20N, 94-45E",Great Britain,Surface Craft,Sunk,Naval,Surface Craft,6.2,94.45,5652.614012,6-20N,94-45E,1,1
2393,June,12,1945,6,1945-06-01,1,Sunday,1945-06-12,TRANSPORT NO 149,Tank Landing Ship,"1,000","6-20N, 94-45E",Great Britain,Surface Craft,Sunk,Naval,Surface Craft,6.2,94.45,5652.614012,6-20N,94-45E,1,1
2394,May,12,1945,5,1945-05-01,1,Sunday,1945-05-12,CHILE MARU,Passenger-Cargo,"5,859","34-25N, 129-40E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,34.25,129.4,950.7184506,34-25N,129-40E,1,1
2395,May,12,1945,5,1945-05-01,1,Sunday,1945-05-12,FUNAKAWA MARU NO 2,Tanker,887,"34-37N, 128-00E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,34.37,128,1073.80953,34-37N,128-00E,1,1
2396,May,12,1945,5,1945-05-01,1,Sunday,1945-05-12,TAKASAGO MARU NO 13,Tanker,834,"36-12N, 126-03E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,36.12,126.03,1230.22881,36-12N,126-03E,1,1
2397,May,12,1945,5,1945-05-01,1,Sunday,1945-05-12,BRAZIL MARU,Cargo,"5,859","34-40N, 135-12E",United States,Army Mine,Sunk,Maritime,Mine,34.4,135.12,440.0107268,34-40N,135-12E,1,1
2398,May,12,1945,5,1945-05-01,1,Sunday,1945-05-12,NISSHO MARU NO 1,Cargo,"1,362","34-06N, 130-47E",United States,Army Mine,Sank,Maritime,Mine,34.06,130.47,860.0376464,34-06N,130-47E,1,1
2399,May,12,1945,5,1945-05-01,1,Sunday,1945-05-12,MANBO MARU,Cargo,"1,253","34-30N, 135-10E",United States,Army Mine,Sunk,Maritime,Mine,34.3,135.1,445.7032898,34-30N,135-10E,1,1
2400,May,12,1945,5,1945-05-01,1,Sunday,1945-05-12,REKIZAN MARU,Cargo,"1,311","37-23N, 123-42E",United States,Submarine,Sunk,Maritime,Submarine,37.23,123.42,1463.244887,37-23N,123-42E,1,1
2401,June,12,1945,6,1945-06-01,1,Sunday,1945-06-12,AIZAN MARU,Cargo,"2,221","33-38N, 130-22E",United States,Army Mine,Sunk,Maritime,Mine,33.38,130.22,904.2420691,33-38N,130-22E,1,1
2402,June,12,1945,6,1945-06-01,1,Sunday,1945-06-12,SHIMONOSEKI MARU,Transport,527,"33-36N, 130-19E",United States,Army Mine,Sunk,Maritime,Mine,33.36,130.19,907.6042009,33-36N,130-19E,1,1
2403,June,12,1945,6,1945-06-01,1,Sunday,1945-06-12,FUMITSUKI MARU,Cargo,875,"33-57N, 130-44E",United States,Army Mine,Sunk,Maritime,Mine,33.57,130.44,878.1502728,33-57N,130-44E,1,1
2404,June,12,1945,6,1945-06-01,1,Sunday,1945-06-12,SHINSEN MARU,Cargo,880,"40-09N, 139-43E",United States,Submarine,Sunk,Maritime,Submarine,40.09,139.43,489.7882412,40-09N,139-43E,1,1
2405,June,12,1945,6,1945-06-01,1,Sunday,1945-06-12,YOZAN MARU,Cargo,"1,227","37-07N, 136-42E",United States,Submarine,Sunk,Maritime,Submarine,37.07,136.42,330.4912891,37-07N,136-42E,1,1
2406,June,12,1945,6,1945-06-01,1,Sunday,1945-06-12,KENJO MARU,Cargo,"3,142","37-07N, 136-42E",United States,Submarine,Sunk,Maritime,Submarine,37.07,136.42,330.4912891,37-07N,136-42E,1,1
2407,June,12,1945,6,1945-06-01,1,Sunday,1945-06-12,ZUIKO MARU,Cargo,887,"37-07N, 136-42E",United States,Submarine,Sunk,Maritime,Submarine,37.07,136.42,330.4912891,37-07N,136-42E,1,1
2408,June,12,1945,6,1945-06-01,1,Sunday,1945-06-12,KEITO MARU,Cargo,880,"37-47N, 129-10E",United States,Submarine,Sunk,Maritime,Submarine,37.47,129.1,965.5302975,37-47N,129-10E,1,1
2409,July,12,1945,7,1945-07-01,1,Sunday,1945-07-12,MOCHIZUKI MARU,Cargo,875,"33-38N, 130-22E",United States,Unknown Aircraft Sunk,,Maritime,NULL,33.38,130.22,904.2420691,33-38N,130-22E,1,1
2410,July,12,1945,7,1945-07-01,1,Sunday,1945-07-12,KOJUN MARU,Cargo,"2,177","37-57N, 139-04E",United States,Army Mine,Sunk,Maritime,Mine,37.57,139.04,216.9419575,37-57N,139-04E,1,1
2411,July,12,1945,7,1945-07-01,1,Sunday,1945-07-12,MITSU MARU,Cargo,"5,682","33-38N, 135-03E",United States,Army Mine,Sunk,Maritime,Mine,33.38,135.03,498.0878914,33-38N,135-03E,1,1
2412,July,12,1945,7,1945-07-01,1,Sunday,1945-07-12,TATSUTSUYU MARU,Cargo,"2,220","34-24N, 131-12E",United States,Army Mine,Sunk,Maritime,Mine,34.24,131.12,797.1220724,34-24N,131-12E,1,1
2413,July,12,1945,7,1945-07-01,1,Sunday,1945-07-12,NASU MARU,Converted Salvage Vessel,694,"37-55N, 139-04E",United States,Army Mine,Sunk,Maritime,Mine,37.55,139.04,214.8018951,37-55N,139-04E,1,1
2414,August,12,1945,8,1945-08-01,1,Sunday,1945-08-12,HOZUKAWA MARU,Cargo,875,"35-00N, 126-00E",United States,Unknown Aircraft,Sunk,Maritime,Aircraft,35,126,1243.039824,35-00N,126-00E,1,1
2415,August,12,1945,8,1945-08-01,1,Sunday,1945-08-12,TAMON MARU NO 16,Cargo,"6,886","37-07N, 137-02E",United States,Army Mine,Sunk,Maritime,Mine,37.07,137.02,284.0235955,37-07N,137-02E,1,1
2416,March,13,1945,3,1945-03-01,1,Sunday,1945-03-13,COAST DEFENSE VESSEL NO 66,Frigate,880,"23-30N, 117-10E",United States,Army Aircraft,Sunk,Naval,Army Aircraft,23.3,117.1,2574.16481,23-30N,117-10E,1,1
2417,April,13,1945,4,1945-04-01,1,Sunday,1945-04-13,SPECIAL MINESWEEPER NO 104,Special Minesweeper,215,"8-05S, 115-06E",Great Britain,Submarine,Sunk,Naval,Submarine,-8.05,115.06,5505.229296,8-05S,115-06E,-1,1
2418,August,13,1945,8,1945-08-01,1,Sunday,1945-08-13,I 373,Submarine,"1,660","29-02N, 123-53E",United States,Submarine,Sunk,Naval,Submarine,29.02,123.53,1686.434766,29-02N,123-53E,1,1
2419,August,13,1945,8,1945-08-01,1,Sunday,1945-08-13,COAST DEFENSE VESSEL NO 6,Frigate,800,"42-11N, 142-14E",United States,Submarine,Sunk,Naval,Submarine,42.11,142.14,744.5939403,42-11N,142-14E,1,1
2420,March,13,1945,3,1945-03-01,1,Sunday,1945-03-13,MASASHIMA MARU,Cargo,"2,742","23-30N, 117-10E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,23.3,117.1,2574.16481,23-30N,117-10E,1,1
2421,April,13,1945,4,1945-04-01,1,Sunday,1945-04-13,NANSHIN MARU NO 12,Cargo,865,"4-00S, 116-20E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,-4,116.2,5046.313906,4-00S,116-20E,-1,1
2422,April,13,1945,4,1945-04-01,1,Sunday,1945-04-13,SHINRO MARU,Cargo,877,"33-58N, 131-02E",United States,Army Mine,Sunk,Maritime,Mine,33.58,131.02,826.8497106,33-58N,131-02E,1,1
2423,May,13,1945,5,1945-05-01,1,Sunday,1945-05-13,YOSEI MARU,Tanker,"2,500","6-31S, 111-19E",United States,Submarine,Sunk,Maritime,Submarine,-6.31,111.19,5538.66689,6-31S,111-19E,-1,1
2424,May,13,1945,5,1945-05-01,1,Sunday,1945-05-13,SHINNAN MARU,Cargo,"1,025","39-07N, 141-57E",United States,Submarine,Sunk,Maritime,Submarine,39.07,141.57,410.8837648,39-07N,141-57E,1,1
2425,May,13,1945,5,1945-05-01,1,Sunday,1945-05-13,GYORYU MARU,Cargo,"2,180","34-40N, 135-10E",United States,Army Mine,Sunk,Maritime,Mine,34.4,135.1,441.7318268,34-40N,135-10E,1,1
2426,May,13,1945,5,1945-05-01,1,Sunday,1945-05-13,KINOTO MARU,Cargo,"1,561","34-39N, 135-11E",United States,Army Mine,Sunk,Maritime,Mine,34.39,135.11,441.2580119,34-39N,135-11E,1,1
2427,May,13,1945,5,1945-05-01,1,Sunday,1945-05-13,TAKASAGO MARU NO 2,Tanker,834,"34-39N, 135-11E",United States,Army Mine,Sunk,Maritime,Mine,34.39,135.11,441.2580119,34-39N,135-11E,1,1
2428,June,13,1945,6,1945-06-01,1,Sunday,1945-06-13,KAISHO MARU,Cargo,887,"35-49N, 126-25E",United States,Unknown Aircraft,Probably sunk,Maritime,Aircraft,35.49,126.25,1214.552775,35-49N,126-25E,1,1
2429,June,13,1945,6,1945-06-01,1,Sunday,1945-06-13,AKIURA MARU,Cargo,887,"39-13N, 128-07E",United States,Submarine,Sunk,Maritime,Submarine,39.13,128.07,1094.269984,39-13N,128-07E,1,1
2430,June,13,1945,6,1945-06-01,1,Sunday,1945-06-13,HIYOSHI MARU,Converted Gunboat,"1,287","33-57N, 131-02E",United States,Army Mine,Sunk,Maritime,Mine,33.57,131.02,827.2108143,33-57N,131-02E,1,1
2431,June,13,1945,6,1945-06-01,1,Sunday,1945-06-13,MATSUO MARU,Cargo,"1,911","33-56N, 131-11E",United States,Army Mine,Sunk,Maritime,Mine,33.56,131.11,819.6943347,33-56N,131-11E,1,1
2432,June,13,1945,6,1945-06-01,1,Sunday,1945-06-13,KOUN MARU,Cargo,"1,665","23-30N, 113-30E",United States,Army Mine,Sunk,Maritime,Mine,23.3,113.3,2888.450649,23-30N,113-30E,1,1
2433,June,13,1945,6,1945-06-01,1,Sunday,1945-06-13,SHIRAHI MARU,Cargo,"6,872","33-57N, 130-55E",United States,Army Mine,Sunk,Maritime,Mine,33.57,130.55,868.4708289,33-57N,130-55E,1,1
2434,June,13,1945,6,1945-06-01,1,Sunday,1945-06-13,OSHIKAYAMA MARU,Cargo,"6,892","38-30N, 136-58E",United States,Submarine*,Sunk,Maritime,Submarine,38.3,136.58,400.5874624,38-30N,136-58E,1,1
2435,July,13,1945,7,1945-07-01,1,Sunday,1945-07-13,AGATA MARU NO 7,Cargo,873,"33-56N, 130-56E",United States,Army Mine,Sunk,Maritime,Mine,33.56,130.56,867.9415229,33-56N,130-56E,1,1
2436,July,13,1945,7,1945-07-01,1,Sunday,1945-07-13,HAYAHI MARU,Cargo,"6,919","34-00N, 130-57E",United States,Army Mine,Sunk,Maritime,Mine,34,130.57,852.8693712,34-00N,130-57E,1,1
2437,July,13,1945,7,1945-07-01,1,Sunday,1945-07-13,KORASAN MARU,Cargo,"2,300","33-56N, 130-56E",United States,Army Mine,Sunk,Maritime,Mine,33.56,130.56,867.9415229,33-56N,130-56E,1,1
2438,July,13,1945,7,1945-07-01,1,Sunday,1945-07-13,YAMABISHI MARU NO 20,Cargo,880,"33-58N, 131-01E",United States,Army Mine,Sunk,Maritime,Mine,33.58,131.01,827.7261112,33-58N,131-01E,1,1
2439,August,13,1945,8,1945-08-01,1,Sunday,1945-08-13,KAIHO MARU,Cargo,873,"36-16N, 136-08E",United States,Submarine,Sunk,Maritime,Submarine,36.16,136.08,329.2127115,36-16N,136-08E,1,1
2440,February,14,1945,2,1945-02-01,1,Sunday,1945-02-14,COAST DEFENSE VESSEL NO 9,Frigate,800,"34-48N, 125-58E",United States,Submarine,Sunk,Naval,Submarine,34.48,125.58,1289.781698,34-48N,125-58E,1,1
2441,February,14,1945,2,1945-02-01,1,Sunday,1945-02-14,SPECIAL SUBMARINE CHASER NO 4,Special Submarine Chaser,100,"8-20S, 115-45E",United States,Submarine,Sunk,Naval,Submarine,-8.2,115.45,5501.221358,8-20S,115-45E,-1,1
2442,February,14,1945,2,1945-02-01,1,Sunday,1945-02-14,SPECIAL SUBMARINE CHASER NO 144,Special Submarine Chaser,100,"8-20S, 115-45E",United States,Submarine,Sunk,Naval,Submarine,-8.2,115.45,5501.221358,8-20S,115-45E,-1,1
2443,April,14,1945,4,1945-04-01,1,Sunday,1945-04-14,COAST DEFENSE VESSEL NO 31,Frigate,800,"33-25N, 126-15E",United States,Submarine,Sunk,Naval,Submarine,33.25,126.15,1269.41128,33-25N,126-15E,1,1
2444,April,14,1945,4,1945-04-01,1,Sunday,1945-04-14,NOMI,Frigate,900,"33-25N, 126-15E",United States,Submarine,Sunk,Naval,Submarine,33.25,126.15,1269.41128,33-25N,126-15E,1,1
2445,July,14,1945,7,1945-07-01,1,Sunday,1945-07-14,TACHIBANA,Destroyer,"1,000","41-48N, 140-41E",United States,Navy Carrier- Based Aircraft,Sunk,Naval,Aircraft,41.48,140.41,646.8450247,41-48N,140-41E,1,1
2446,July,14,1945,7,1945-07-01,1,Sunday,1945-07-14,COAST DEFENSE VESSEL NO 65,Frigate,800,"42-21N, 140-59E",United States,Navy Carrier- Based Aircraft,Sunk,Naval,Aircraft,42.21,140.59,729.1424765,42-21N,140-59E,1,1
2447,July,14,1945,7,1945-07-01,1,Sunday,1945-07-14,COAST DEFENSE VESSEL NO 74,Frigate,800,"42-21N, 140-59E",United States,Navy Carrier-Based Aircraft,Sunk,Naval,Aircraft,42.21,140.59,729.1424765,42-21N,140-59E,1,1
2448,July,14,1945,7,1945-07-01,1,Sunday,1945-07-14,COAST DEFENSE VESSEL NO 219,Frigate,800,"41-48N, 140-41E",United States,Navy Carrier-Based Aircraft,Sunk,Naval,Aircraft,41.48,140.41,646.8450247,41-48N,140-41E,1,1
2449,July,14,1945,7,1945-07-01,1,Sunday,1945-07-14,I 351,Submarine,"2,650","4-30N, 110-00E",United States,Submarine,Sunk,Naval,Submarine,4.3,110,4630.324633,4-30N,110-00E,1,1
2450,August,14,1945,8,1945-08-01,1,Sunday,1945-08-14,COAST DEFENSE VESSEL NO 13,Frigate,800,"35-42N, 134-35E",United States,Submarine,Sunk,Naval,Submarine,35.42,134.35,483.9466807,35-42N,134-35E,1,1
2451,August,14,1945,8,1945-08-01,1,Sunday,1945-08-14,COAST DEFENSE VESSEL NO 47,Frigate,800,"35-42N, 134-36E",United States,Submarine,Sunk,Naval,Submarine,35.42,134.36,483.0441252,35-42N,134-36E,1,1
2452,February,14,1945,2,1945-02-01,1,Sunday,1945-02-14,YAMANAMI MARU,Cargo,882,"33-56N, 131-00E",Japan,Mine,Sunk,Maritime,Mine,33.56,131,829.3250122,33-56N,131-00E,1,1
2453,April,14,1945,4,1945-04-01,1,Sunday,1945-04-14,TAKKO MARU,Cargo,901,"31-14N, 121-30E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,31.14,121.3,1777.128915,31-14N,121-30E,1,1
2454,April,14,1945,4,1945-04-01,1,Sunday,1945-04-14,KAKO MARU,Cargo,762,"5-19S, 117-06E",United States,Submarine,Sunk,Maritime,Submarine,-5.19,117.06,5122.496099,5-19S,117-06E,-1,1
2455,April,14,1945,4,1945-04-01,1,Sunday,1945-04-14,JUZAN MARU,Passenger-Cargo,"3,943","33-25N, 126-15E",United States,Submarine,Sunk,Maritime,Submarine,33.25,126.15,1269.41128,33-25N,126-15E,1,1
2456,May,14,1945,5,1945-05-01,1,Sunday,1945-05-14,SAMUKAZE MARU,Cargo,886,"34-42N, 127-30E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,34.42,127.3,1135.8191,34-42N,127-30E,1,1
2457,May,14,1945,5,1945-05-01,1,Sunday,1945-05-14,KUROKAMISAN MARU,Cargo,"1,243","34-42N, 127-30E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,34.42,127.3,1135.8191,34-42N,127-30E,1,1
2458,May,14,1945,5,1945-05-01,1,Sunday,1945-05-14,MIYAJIMA MARU,Cargo,"2,000","34-20N, 134-50E",United States,Army Mine,Sunk,Maritime,Mine,34.2,134.5,501.1448831,34-20N,134-50E,1,1
2459,June,14,1945,6,1945-06-01,1,Sunday,1945-06-14,KORYU MARU,Tanker,974,"33-55N, 131-05E",United States,Army Mine,Sunk,Maritime,Mine,33.55,131.05,825.3108128,33-55N,131-05E,1,1
2460,June,14,1945,6,1945-06-01,1,Sunday,1945-06-14,NISSHO MARU NO 8,Cargo,"1,174","33-54N, 131-07E",United States,Army Mine,Sunk,Maritime,Mine,33.54,131.07,823.9269339,33-54N,131-07E,1,1
2461,June,14,1945,6,1945-06-01,1,Sunday,1945-06-14,UWAJIMA MARU NO 18,Passenger-Cargo,885,"33-39N, 130-15E",United States,Army Mine,Sunk,Maritime,Mine,33.39,130.15,910.0215659,33-39N,130-15E,1,1
2462,June,14,1945,6,1945-06-01,1,Sunday,1945-06-14,WAKAMIYASAN MARU,Cargo,"2,211","37-38N, 123-34E",United States,Submarine,Sunk,Maritime,Submarine,37.38,123.34,1470.9277,37-38N,123-34E,1,1
2463,June,14,1945,6,1945-06-01,1,Sunday,1945-06-14,SEIZAN MARU,Passenger-Cargo,"2,018","47-03N, 142-01E",United States,Submarine,Sunk,Maritime,Submarine,47.03,142.01,1275.56832,47-03N,142-01E,1,1
2464,July,14,1945,7,1945-07-01,1,Sunday,1945-07-14,SAITO MARU,Cargo,874,"39-38N, 125-05E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,39.38,125.05,1352.691358,39-38N,125-05E,1,1
2465,July,14,1945,7,1945-07-01,1,Sunday,1945-07-14,SETAGAWA MARU,Cargo,875,"34-00N, 126-00E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,34,126,1262.299306,34-00N,126-00E,1,1
2466,July,14,1945,7,1945-07-01,1,Sunday,1945-07-14,AWA MARU,Cargo,"1,960","40-56N, 141-52E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,40.56,141.52,564.643409,40-56N,141-52E,1,1
